Borrower_ID,Borrower_Name,Sector,Risk_Profile,Quarter,Sales_Cr,EBITDA_Margin_pct,DSCR,Debt_to_TNW,Current_Ratio,Debtor_Days,Inventory_Days,Creditor_Days,Total_Debt_Cr,TNW_Cr
BORR-0181,Bala-Chacko,Trading,Healthy,Q2,328.66,13.68,1.5,2.05,1.52,50.0,60.0,45.0,151.84,121.28
BORR-0182,"Sangha, Deshmukh and Shenoy",Renewable Energy,Healthy,Q2,81.51,11.5,1.5,2.05,1.52,50.0,60.0,45.0,51.0,12.02
BORR-0183,Bedi LLC,Food Processing,Healthy,Q2,62.63,13.2,1.5,2.05,1.52,50.0,60.0,45.0,15.99,27.1
BORR-0184,Narang-Kakar,Textiles,Watch,Q2,307.37,11.86,1.5,2.05,1.52,50.0,60.0,45.0,130.46,106.17
BORR-0185,Narain-Nazareth,Construction,Healthy,Q2,150.19,11.58,1.5,2.05,1.52,50.0,60.0,45.0,102.72,63.58
BORR-0186,Mall-Sama,Pharmaceuticals,Healthy,Q2,374.36,13.12,1.5,2.05,1.52,50.0,60.0,45.0,80.78,109.62
BORR-0187,Bumb-Singhal,Logistics,Healthy,Q2,277.13,12.91,1.5,2.05,1.52,50.0,60.0,45.0,161.93,118.6
BORR-0188,Zacharia Inc,Power,Healthy,Q2,168.62,12.81,1.5,2.05,1.52,50.0,60.0,45.0,29.68,47.47
BORR-0189,Kapur-Biswas,Pharmaceuticals,Watch,Q2,80.16,12.06,1.5,2.05,1.52,50.0,60.0,45.0,23.28,11.55
BORR-0190,"Baria, Balasubramanian and Kota",Manufacturing,Healthy,Q2,50.0,13.26,1.5,2.05,1.52,50.0,60.0,45.0,15.64,14.47
BORR-0191,Bahri PLC,Steel,Healthy,Q2,114.98,12.85,1.5,2.05,1.52,50.0,60.0,45.0,44.91,48.92
BORR-0192,Khare and Sons,Construction,Healthy,Q2,424.66,13.23,1.5,2.05,1.52,50.0,60.0,45.0,243.75,197.96
BORR-0193,Contractor-Kamdar,Power,Healthy,Q2,241.07,12.36,1.5,2.05,1.52,50.0,60.0,45.0,153.74,71.54
BORR-0194,Kunda-Pillay,Engineering,Healthy,Q2,52.72,12.83,1.5,2.05,1.52,50.0,60.0,45.0,20.09,9.56
BORR-0195,Contractor and Sons,Chemicals,Healthy,Q2,224.2,14.12,1.5,2.05,1.52,50.0,60.0,45.0,139.05,73.49
BORR-0196,Chokshi-Bal,Logistics,Healthy,Q2,263.64,12.0,1.5,2.05,1.52,50.0,60.0,45.0,82.24,117.04
BORR-0197,Prashad-Ranganathan,Construction,Healthy,Q2,75.99,13.28,1.5,2.05,1.52,50.0,60.0,45.0,31.95,13.16
BORR-0198,"Issac, Borra and Kibe",Construction,Stressed,Q2,233.45,13.76,1.5,2.05,1.52,50.0,60.0,45.0,108.27,102.12
BORR-0199,Mitra Ltd,Steel,Watch,Q2,192.52,15.27,1.5,2.05,1.52,50.0,60.0,45.0,106.4,87.49
BORR-0200,"Dara, Barman and Palan",Power,Watch,Q2,60.0,14.56,1.5,2.05,1.52,50.0,60.0,45.0,24.24,21.39
BORR-0001,"Choudhury, Bakshi and Maharaj",Manufacturing,Watch,Q3,303.02,10.77,1.5,2.02,1.51,50.0,60.0,45.0,178.99,69.87
BORR-0002,Kapoor and Sons,Trading,Healthy,Q3,158.52,12.93,1.5,2.02,1.51,50.0,60.0,45.0,39.19,46.79
BORR-0003,"Chaudry, Chahal and Sami",Engineering,Healthy,Q3,346.16,12.26,1.5,2.02,1.51,50.0,60.0,45.0,214.78,170.56
BORR-0004,Balan Inc,Infrastructure,Watch,Q3,853.28,13.74,1.5,2.02,1.51,50.0,60.0,45.0,236.58,217.96
BORR-0005,Kaul PLC,Auto Components,Stressed,Q3,149.23,13.27,1.5,2.02,1.51,50.0,60.0,45.0,53.2,71.22
BORR-0006,"Bala, Issac and Saini",Pharmaceuticals,Watch,Q3,143.33,13.12,1.5,2.02,1.51,50.0,60.0,45.0,31.42,43.12
BORR-0007,Sen PLC,Logistics,Healthy,Q3,904.44,12.05,1.5,2.02,1.51,50.0,60.0,45.0,563.16,204.58
BORR-0008,Ahuja-Dutta,Pharmaceuticals,Watch,Q3,405.22,13.09,1.5,2.02,1.51,50.0,60.0,45.0,162.83,128.67
BORR-0009,"Sami, Oak and Mall",Power,Stressed,Q3,122.11,13.28,1.5,2.02,1.51,50.0,60.0,45.0,56.75,26.51
BORR-0010,Kale LLC,Chemicals,Healthy,Q3,306.22,12.14,1.5,2.02,1.51,50.0,60.0,45.0,134.67,141.52
BORR-0011,Chanda Group,Trading,Watch,Q3,116.47,13.26,1.5,2.02,1.51,50.0,60.0,45.0,55.69,45.55
BORR-0012,Parmer LLC,Power,Healthy,Q3,115.39,12.3,1.5,2.02,1.51,50.0,60.0,45.0,58.23,41.52
BORR-0013,"Lalla, Bassi and Sharaf",Pharmaceuticals,Healthy,Q3,234.95,11.72,1.5,2.02,1.51,50.0,60.0,45.0,158.24,105.16
BORR-0014,"Dash, Radhakrishnan and Brar",Renewable Energy,Healthy,Q3,49.94,12.54,1.5,2.02,1.51,50.0,60.0,45.0,33.42,16.26
BORR-0015,"Memon, Pathak and Handa",Textiles,Healthy,Q3,51.93,12.5,1.5,2.02,1.51,50.0,60.0,45.0,20.59,8.19
BORR-0016,"Boase, Bath and Kari",Trading,Stressed,Q3,111.84,13.62,1.5,2.02,1.51,50.0,60.0,45.0,31.19,21.14
BORR-0017,Buch-Kaul,Steel,Stressed,Q3,67.27,12.4,1.5,2.02,1.51,50.0,60.0,45.0,44.97,15.81
BORR-0018,Rai LLC,Engineering,Watch,Q3,247.86,12.75,1.5,2.02,1.51,50.0,60.0,45.0,92.38,43.09
BORR-0019,Patla-Gaba,Manufacturing,Healthy,Q3,73.2,12.08,1.5,2.02,1.51,50.0,60.0,45.0,24.54,16.26
BORR-0020,Pant-Kadakia,Manufacturing,Healthy,Q3,50.81,11.4,1.5,2.02,1.51,50.0,60.0,45.0,8.98,24.6
BORR-0021,"Loke, Bora and Garg",Steel,Stressed,Q3,810.42,12.86,1.5,2.02,1.51,50.0,60.0,45.0,336.06,336.24
BORR-0022,"Konda, Gade and Shere",Chemicals,Healthy,Q3,146.14,11.93,1.5,2.02,1.51,50.0,60.0,45.0,51.35,66.57
BORR-0023,Madan-Kanda,Auto Components,Healthy,Q3,192.08,12.92,1.5,2.02,1.51,50.0,60.0,45.0,129.68,93.34
BORR-0024,"Nair, Bhalla and Karnik",Steel,Watch,Q3,50.83,12.72,1.5,2.02,1.51,50.0,60.0,45.0,27.05,9.82
BORR-0025,Mutti Group,Engineering,Healthy,Q3,107.89,11.23,1.5,2.02,1.51,50.0,60.0,45.0,28.64,16.45
BORR-0026,Bhatti-Kakar,Construction,Healthy,Q3,203.49,11.68,1.5,2.02,1.51,50.0,60.0,45.0,55.02,71.99
BORR-0027,"Murty, Kala and Tata",Logistics,Healthy,Q3,57.15,12.28,1.5,2.02,1.51,50.0,60.0,45.0,24.66,11.61
BORR-0028,Shanker-Dhar,Food Processing,Healthy,Q3,264.97,12.64,1.5,2.02,1.51,50.0,60.0,45.0,73.91,112.72
BORR-0029,Dewan-Koshy,Renewable Energy,Healthy,Q3,98.51,12.73,1.5,2.02,1.51,50.0,60.0,45.0,50.1,31.22
BORR-0030,"Yohannan, Lall and Sangha",Power,Watch,Q3,135.86,13.33,1.5,2.02,1.51,50.0,60.0,45.0,43.73,24.95
BORR-0031,"Rastogi, Pathak and Kanda",Logistics,Healthy,Q3,99.12,12.11,1.5,2.02,1.51,50.0,60.0,45.0,43.79,43.25
BORR-0032,Upadhyay Group,Auto Components,Healthy,Q3,1116.75,12.58,1.5,2.02,1.51,50.0,60.0,45.0,388.89,422.36
BORR-0033,Batta Inc,Steel,Stressed,Q3,193.49,13.22,1.5,2.02,1.51,50.0,60.0,45.0,101.6,84.24
BORR-0034,Dutta Ltd,Power,Healthy,Q3,63.03,12.97,1.5,2.02,1.51,50.0,60.0,45.0,11.06,18.87
BORR-0035,Bhatt-Rajan,Pharmaceuticals,Healthy,Q3,419.38,13.08,1.5,2.02,1.51,50.0,60.0,45.0,164.62,107.72
BORR-0036,Sidhu-Wadhwa,Trading,Healthy,Q3,53.67,12.39,1.5,2.02,1.51,50.0,60.0,45.0,24.25,16.21
BORR-0037,Apte-Contractor,Construction,Healthy,Q3,227.71,12.2,1.5,2.02,1.51,50.0,60.0,45.0,73.35,88.22
BORR-0038,"Yadav, Loke and Oak",Textiles,Healthy,Q3,51.02,11.97,1.5,2.02,1.51,50.0,60.0,45.0,21.11,15.9
BORR-0039,Memon Group,Pharmaceuticals,Stressed,Q3,52.66,14.5,1.5,2.02,1.51,50.0,60.0,45.0,33.93,22.69
BORR-0040,Setty Inc,Renewable Energy,Healthy,Q3,223.89,11.92,1.5,2.02,1.51,50.0,60.0,45.0,156.61,109.61
BORR-0041,"Lall, Tella and Gokhale",Power,Stressed,Q3,392.16,12.66,1.5,2.02,1.51,50.0,60.0,45.0,214.51,122.37
BORR-0042,"Cherian, Misra and Tripathi",Steel,Stressed,Q3,226.98,13.35,1.5,2.02,1.51,50.0,60.0,45.0,63.53,74.96
BORR-0043,"Issac, Dua and Prakash",Renewable Energy,Watch,Q3,167.4,12.01,1.5,2.02,1.51,50.0,60.0,45.0,91.09,31.79
BORR-0044,Zacharia PLC,Food Processing,Stressed,Q3,141.97,13.25,1.5,2.02,1.51,50.0,60.0,45.0,98.96,33.81
BORR-0045,Naik Group,Steel,Stressed,Q3,52.72,13.22,1.5,2.02,1.51,50.0,60.0,45.0,28.03,15.67
BORR-0046,Choudhury LLC,Infrastructure,Watch,Q3,89.64,12.97,1.5,2.02,1.51,50.0,60.0,45.0,35.78,35.98
BORR-0047,Khatri-Bhardwaj,Steel,Watch,Q3,117.71,11.87,1.5,2.02,1.51,50.0,60.0,45.0,63.26,42.63
BORR-0048,Brar Inc,Renewable Energy,Healthy,Q3,523.36,11.29,1.5,2.02,1.51,50.0,60.0,45.0,352.97,101.81
BORR-0049,"Sunder, Biswas and Walia",Renewable Energy,Stressed,Q3,273.48,12.94,1.5,2.02,1.51,50.0,60.0,45.0,119.49,78.92
BORR-0050,Dave Ltd,Auto Components,Healthy,Q3,51.61,11.87,1.5,2.02,1.51,50.0,60.0,45.0,10.58,19.68
BORR-0051,Gandhi-Lanka,Steel,Healthy,Q3,250.7,12.26,1.5,2.02,1.51,50.0,60.0,45.0,151.08,69.94
BORR-0052,"Sampath, Kakar and Zacharia",Pharmaceuticals,Watch,Q3,123.27,12.97,1.5,2.02,1.51,50.0,60.0,45.0,27.27,30.38
BORR-0053,"Iyer, Muni and Rastogi",Renewable Energy,Healthy,Q3,91.24,11.79,1.5,2.02,1.51,50.0,60.0,45.0,68.21,16.7
BORR-0054,"Prakash, Sarma and Varughese",Trading,Healthy,Q3,343.03,11.45,1.5,2.02,1.51,50.0,60.0,45.0,154.39,90.05
BORR-0055,Dara-Kota,Infrastructure,Healthy,Q3,525.16,11.89,1.5,2.02,1.51,50.0,60.0,45.0,293.74,164.4
BORR-0056,Bhatt LLC,Engineering,Watch,Q3,458.05,12.84,1.5,2.02,1.51,50.0,60.0,45.0,191.15,132.81
BORR-0057,Karpe PLC,Renewable Energy,Watch,Q3,79.87,12.5,1.5,2.02,1.51,50.0,60.0,45.0,15.44,37.63
BORR-0058,Amble Inc,Manufacturing,Healthy,Q3,133.59,11.92,1.5,2.02,1.51,50.0,60.0,45.0,24.74,58.4
BORR-0059,"Bhargava, Karnik and Bir",Infrastructure,Watch,Q3,263.56,12.35,1.5,2.02,1.51,50.0,60.0,45.0,137.1,41.12
BORR-0060,Narayanan Inc,Power,Watch,Q3,482.29,12.51,1.5,2.02,1.51,50.0,60.0,45.0,327.31,127.59
BORR-0061,"Khanna, Mallick and Sunder",Manufacturing,Healthy,Q3,111.86,12.05,1.5,2.02,1.51,50.0,60.0,45.0,41.67,23.8
BORR-0062,Zacharia and Sons,Textiles,Watch,Q3,156.52,12.89,1.5,2.02,1.51,50.0,60.0,45.0,88.61,24.77
BORR-0063,"Solanki, Kibe and Solanki",Textiles,Healthy,Q3,64.12,13.04,1.5,2.02,1.51,50.0,60.0,45.0,38.76,25.68
BORR-0064,Gupta-Chandra,Auto Components,Healthy,Q3,54.77,12.1,1.5,2.02,1.51,50.0,60.0,45.0,41.33,15.33
BORR-0065,Sankar LLC,Chemicals,Healthy,Q3,424.21,12.45,1.5,2.02,1.51,50.0,60.0,45.0,120.72,78.31
BORR-0066,Roy-Sibal,Pharmaceuticals,Healthy,Q3,714.37,13.12,1.5,2.02,1.51,50.0,60.0,45.0,135.46,233.91
BORR-0067,"Bhagat, Chaudhari and Bhat",Renewable Energy,Healthy,Q3,167.89,12.25,1.5,2.02,1.51,50.0,60.0,45.0,43.45,70.94
BORR-0068,Nori-Chopra,Logistics,Healthy,Q3,494.4,13.23,1.5,2.02,1.51,50.0,60.0,45.0,308.91,222.9
BORR-0069,Handa and Sons,Renewable Energy,Healthy,Q3,273.13,11.73,1.5,2.02,1.51,50.0,60.0,45.0,86.05,79.25
BORR-0070,"Sen, Dey and Sami",Food Processing,Watch,Q3,97.95,12.37,1.5,2.02,1.51,50.0,60.0,45.0,16.41,16.42
BORR-0071,Mallick Group,Infrastructure,Healthy,Q3,263.75,11.93,1.5,2.02,1.51,50.0,60.0,45.0,57.98,109.05
BORR-0072,Borra Group,Construction,Watch,Q3,876.31,13.28,1.5,2.02,1.51,50.0,60.0,45.0,453.97,359.21
BORR-0073,"Chaudhari, Bedi and Zachariah",Steel,Watch,Q3,181.85,12.28,1.5,2.02,1.51,50.0,60.0,45.0,39.78,45.41
BORR-0074,Chander and Sons,Chemicals,Watch,Q3,873.35,12.79,1.5,2.02,1.51,50.0,60.0,45.0,234.39,417.99
BORR-0075,Ray Group,Renewable Energy,Healthy,Q3,51.93,11.55,1.5,2.02,1.51,50.0,60.0,45.0,8.49,22.94
BORR-0076,Kala-Rattan,Trading,Healthy,Q3,423.52,13.08,1.5,2.02,1.51,50.0,60.0,45.0,155.07,142.21
BORR-0077,Gala Group,Auto Components,Healthy,Q3,204.31,12.29,1.5,2.02,1.51,50.0,60.0,45.0,90.54,96.09
BORR-0078,Ramakrishnan LLC,Steel,Healthy,Q3,136.97,12.41,1.5,2.02,1.51,50.0,60.0,45.0,51.83,41.14
BORR-0079,Mangal-Sampath,Infrastructure,Healthy,Q3,207.1,11.77,1.5,2.02,1.51,50.0,60.0,45.0,46.93,94.1
BORR-0080,"Sur, Dubey and Gupta",Trading,Watch,Q3,52.48,12.9,1.5,2.02,1.51,50.0,60.0,45.0,25.1,11.42
BORR-0081,Kalla-Bhardwaj,Logistics,Stressed,Q3,153.88,13.0,1.5,2.02,1.51,50.0,60.0,45.0,96.86,58.59
BORR-0082,"Bhat, Murthy and Bhandari",Chemicals,Healthy,Q3,269.1,12.13,1.5,2.02,1.51,50.0,60.0,45.0,160.33,102.27
BORR-0083,Sood PLC,Engineering,Watch,Q3,800.64,12.4,1.5,2.02,1.51,50.0,60.0,45.0,217.7,267.65
BORR-0084,"Dugar, Bhandari and Trivedi",Renewable Energy,Healthy,Q3,108.67,12.47,1.5,2.02,1.51,50.0,60.0,45.0,77.53,49.13
BORR-0085,Grewal Inc,Manufacturing,Stressed,Q3,85.19,12.78,1.5,2.02,1.51,50.0,60.0,45.0,26.84,29.0
BORR-0086,"Bir, Keer and Raval",Textiles,Watch,Q3,113.18,12.66,1.5,2.02,1.51,50.0,60.0,45.0,57.27,40.8
BORR-0087,Koshy PLC,Renewable Energy,Healthy,Q3,465.6,11.65,1.5,2.02,1.51,50.0,60.0,45.0,101.03,115.96
BORR-0088,"Baral, Bumb and Saini",Renewable Energy,Watch,Q3,256.17,12.68,1.5,2.02,1.51,50.0,60.0,45.0,153.33,114.16
BORR-0089,"Virk, Mutti and Lal",Textiles,Healthy,Q3,104.92,11.88,1.5,2.02,1.51,50.0,60.0,45.0,49.36,32.9
BORR-0090,Murthy and Sons,Construction,Watch,Q3,304.5,12.22,1.5,2.02,1.51,50.0,60.0,45.0,164.43,89.54
BORR-0091,Randhawa-Deep,Logistics,Healthy,Q3,198.68,12.33,1.5,2.02,1.51,50.0,60.0,45.0,58.06,61.86
BORR-0092,"Mital, Shankar and Mutti",Logistics,Healthy,Q3,484.92,11.74,1.5,2.02,1.51,50.0,60.0,45.0,296.93,94.57
BORR-0093,Andra Group,Renewable Energy,Healthy,Q3,90.83,11.89,1.5,2.02,1.51,50.0,60.0,45.0,50.16,37.99
BORR-0094,"Chaudhry, Borah and Yogi",Food Processing,Watch,Q3,134.65,11.9,1.5,2.02,1.51,50.0,60.0,45.0,86.85,23.7
BORR-0095,Toor LLC,Engineering,Watch,Q3,128.23,12.17,1.5,2.02,1.51,50.0,60.0,45.0,70.18,48.3
BORR-0096,Palla Inc,Construction,Stressed,Q3,52.24,12.73,1.5,2.02,1.51,50.0,60.0,45.0,12.0,12.0
BORR-0097,Pingle LLC,Infrastructure,Healthy,Q3,247.13,11.54,1.5,2.02,1.51,50.0,60.0,45.0,183.2,117.63
BORR-0098,Sarma PLC,Manufacturing,Healthy,Q3,240.57,12.05,1.5,2.02,1.51,50.0,60.0,45.0,111.16,57.64
BORR-0099,"Mittal, Wadhwa and Anand",Renewable Energy,Healthy,Q3,186.67,12.66,1.5,2.02,1.51,50.0,60.0,45.0,119.03,32.31
BORR-0100,"Mistry, Chawla and Desai",Power,Watch,Q3,144.69,13.09,1.5,2.02,1.51,50.0,60.0,45.0,63.03,23.72
BORR-0101,D’Alia-Chhabra,Construction,Watch,Q3,51.98,12.18,1.5,2.02,1.51,50.0,60.0,45.0,29.51,16.18
BORR-0102,"Dugal, Magar and Manda",Trading,Healthy,Q3,116.0,12.56,1.5,2.02,1.51,50.0,60.0,45.0,62.65,50.84
BORR-0103,"Kade, Oza and Jani",Steel,Healthy,Q3,127.68,12.53,1.5,2.02,1.51,50.0,60.0,45.0,21.54,35.06
BORR-0104,"Lalla, Tiwari and Suresh",Chemicals,Healthy,Q3,80.51,12.0,1.5,2.02,1.51,50.0,60.0,45.0,36.16,14.31
BORR-0105,Behl-Chanda,Food Processing,Watch,Q3,161.54,12.56,1.5,2.02,1.51,50.0,60.0,45.0,52.74,74.84
BORR-0106,"Sampath, Malhotra and Basu",Trading,Healthy,Q3,278.84,12.54,1.5,2.02,1.51,50.0,60.0,45.0,89.07,106.04
BORR-0107,Nath and Sons,Trading,Healthy,Q3,1220.02,11.97,1.5,2.02,1.51,50.0,60.0,45.0,570.01,444.07
BORR-0108,"Lala, Edwin and Sathe",Pharmaceuticals,Healthy,Q3,226.48,12.3,1.5,2.02,1.51,50.0,60.0,45.0,83.86,90.28
BORR-0109,"Sane, Andra and Choudhury",Manufacturing,Healthy,Q3,238.42,11.7,1.5,2.02,1.51,50.0,60.0,45.0,150.67,44.4
BORR-0110,Dixit PLC,Food Processing,Stressed,Q3,174.32,12.84,1.5,2.02,1.51,50.0,60.0,45.0,85.88,47.9
BORR-0111,Pingle PLC,Logistics,Healthy,Q3,50.38,12.54,1.5,2.02,1.51,50.0,60.0,45.0,21.45,10.47
BORR-0112,"Divan, Sani and Datta",Textiles,Stressed,Q3,181.98,13.4,1.5,2.02,1.51,50.0,60.0,45.0,86.1,56.45
BORR-0113,Morar LLC,Engineering,Healthy,Q3,195.85,11.87,1.5,2.02,1.51,50.0,60.0,45.0,91.89,40.01
BORR-0114,Parmar and Sons,Pharmaceuticals,Healthy,Q3,2150.47,12.64,1.5,2.02,1.51,50.0,60.0,45.0,1434.69,382.18
BORR-0115,"Krish, Chauhan and Pandya",Construction,Healthy,Q3,150.71,12.51,1.5,2.02,1.51,50.0,60.0,45.0,49.18,52.15
BORR-0116,"Ray, Dubey and Khalsa",Food Processing,Healthy,Q3,241.76,12.08,1.5,2.02,1.51,50.0,60.0,45.0,48.34,104.4
BORR-0117,Goel Group,Pharmaceuticals,Healthy,Q3,173.89,12.64,1.5,2.02,1.51,50.0,60.0,45.0,114.41,46.73
BORR-0118,Gola Ltd,Renewable Energy,Healthy,Q3,58.23,11.78,1.5,2.02,1.51,50.0,60.0,45.0,20.84,10.03
BORR-0119,Sabharwal-Kothari,Logistics,Watch,Q3,568.31,12.96,1.5,2.02,1.51,50.0,60.0,45.0,231.58,110.99
BORR-0120,Dutta-Chokshi,Textiles,Watch,Q3,397.45,12.46,1.5,2.02,1.51,50.0,60.0,45.0,272.59,139.88
BORR-0121,Barad-Singhal,Chemicals,Watch,Q3,405.51,13.04,1.5,2.02,1.51,50.0,60.0,45.0,110.35,144.19
BORR-0122,Iyengar Group,Trading,Healthy,Q3,75.27,12.14,1.5,2.02,1.51,50.0,60.0,45.0,14.29,25.83
BORR-0123,Mody-Kari,Textiles,Critical,Q3,789.17,13.6,1.5,2.02,1.51,50.0,60.0,45.0,351.29,210.32
BORR-0124,Bajwa Ltd,Infrastructure,Stressed,Q3,51.59,13.12,1.5,2.02,1.51,50.0,60.0,45.0,23.25,21.78
BORR-0125,Rastogi LLC,Textiles,Healthy,Q3,323.47,12.2,1.5,2.02,1.51,50.0,60.0,45.0,99.79,60.34
BORR-0126,Boase-Mallick,Logistics,Healthy,Q3,1694.21,12.62,1.5,2.02,1.51,50.0,60.0,45.0,321.98,452.24
BORR-0127,Upadhyay-Ratta,Trading,Healthy,Q3,65.51,12.86,1.5,2.02,1.51,50.0,60.0,45.0,41.85,27.22
BORR-0128,"Yadav, Narula and Bala",Chemicals,Healthy,Q3,107.24,12.64,1.5,2.02,1.51,50.0,60.0,45.0,21.39,48.37
BORR-0129,Lal and Sons,Pharmaceuticals,Watch,Q3,207.39,12.51,1.5,2.02,1.51,50.0,60.0,45.0,85.28,46.18
BORR-0130,"Lanka, Barad and Chopra",Power,Watch,Q3,111.24,13.32,1.5,2.02,1.51,50.0,60.0,45.0,19.28,48.25
BORR-0131,"Saraf, Pai and Murthy",Engineering,Watch,Q3,51.28,12.36,1.5,2.02,1.51,50.0,60.0,45.0,11.53,21.8
BORR-0132,Vaidya-D’Alia,Auto Components,Healthy,Q3,193.03,12.09,1.5,2.02,1.51,50.0,60.0,45.0,49.74,43.49
BORR-0133,Gupta-Kumar,Manufacturing,Healthy,Q3,61.61,12.02,1.5,2.02,1.51,50.0,60.0,45.0,47.07,26.42
BORR-0134,Sarin Inc,Infrastructure,Healthy,Q3,287.1,12.57,1.5,2.02,1.51,50.0,60.0,45.0,188.08,136.42
BORR-0135,"Yohannan, Hegde and Patla",Manufacturing,Healthy,Q3,74.06,12.6,1.5,2.02,1.51,50.0,60.0,45.0,14.91,16.65
BORR-0136,Boase-Narayanan,Steel,Healthy,Q3,855.88,12.79,1.5,2.02,1.51,50.0,60.0,45.0,303.56,223.41
BORR-0137,"Murthy, Dash and Mital",Power,Stressed,Q3,86.44,13.42,1.5,2.02,1.51,50.0,60.0,45.0,32.2,41.04
BORR-0138,"More, Rege and Narain",Steel,Healthy,Q3,133.65,12.33,1.5,2.02,1.51,50.0,60.0,45.0,47.8,55.61
BORR-0139,Merchant-Datta,Steel,Stressed,Q3,439.44,12.46,1.5,2.02,1.51,50.0,60.0,45.0,146.65,187.48
BORR-0140,Salvi Ltd,Manufacturing,Healthy,Q3,54.16,12.38,1.5,2.02,1.51,50.0,60.0,45.0,20.62,18.04
BORR-0141,Ghosh-Mitra,Auto Components,Watch,Q3,236.61,12.54,1.5,2.02,1.51,50.0,60.0,45.0,59.97,104.14
BORR-0142,Acharya-Modi,Auto Components,Watch,Q3,664.55,12.3,1.5,2.02,1.51,50.0,60.0,45.0,493.51,260.27
BORR-0143,Kade-Sani,Auto Components,Critical,Q3,53.31,13.29,1.5,2.02,1.51,50.0,60.0,45.0,13.7,21.78
BORR-0144,"Nagy, Shroff and Sathe",Steel,Healthy,Q3,219.61,12.87,1.5,2.02,1.51,50.0,60.0,45.0,155.24,75.26
BORR-0145,Kala-Vaidya,Chemicals,Healthy,Q3,232.26,11.2,1.5,2.02,1.51,50.0,60.0,45.0,163.4,36.75
BORR-0146,Gara-Chad,Logistics,Stressed,Q3,416.47,12.74,1.5,2.02,1.51,50.0,60.0,45.0,73.51,168.32
BORR-0147,Varma-Nayak,Food Processing,Healthy,Q3,53.88,12.74,1.5,2.02,1.51,50.0,60.0,45.0,13.64,23.8
BORR-0148,Keer Ltd,Manufacturing,Watch,Q3,50.88,12.88,1.5,2.02,1.51,50.0,60.0,45.0,21.94,9.77
BORR-0149,Kar-Issac,Logistics,Stressed,Q3,327.02,13.0,1.5,2.02,1.51,50.0,60.0,45.0,115.56,114.46
BORR-0150,Bakshi Inc,Renewable Energy,Watch,Q3,256.45,13.6,1.5,2.02,1.51,50.0,60.0,45.0,110.49,61.52
BORR-0151,Soman PLC,Construction,Watch,Q3,237.52,12.66,1.5,2.02,1.51,50.0,60.0,45.0,149.36,96.62
BORR-0152,Shah Group,Auto Components,Stressed,Q3,271.5,13.28,1.5,2.02,1.51,50.0,60.0,45.0,121.14,75.13
BORR-0153,"Hayer, Rajagopalan and Talwar",Food Processing,Watch,Q3,94.07,13.15,1.5,2.02,1.51,50.0,60.0,45.0,57.61,38.65
BORR-0154,Kohli-Divan,Steel,Healthy,Q3,229.39,11.53,1.5,2.02,1.51,50.0,60.0,45.0,87.79,81.0
BORR-0155,"Ahluwalia, Chhabra and Sandal",Steel,Healthy,Q3,243.6,12.32,1.5,2.02,1.51,50.0,60.0,45.0,90.8,91.32
BORR-0156,Goda Ltd,Auto Components,Healthy,Q3,89.44,12.69,1.5,2.02,1.51,50.0,60.0,45.0,49.03,33.71
BORR-0157,"Shetty, Bedi and Krish",Engineering,Healthy,Q3,1209.84,12.46,1.5,2.02,1.51,50.0,60.0,45.0,665.88,370.85
BORR-0158,Shan and Sons,Trading,Healthy,Q3,293.54,13.09,1.5,2.02,1.51,50.0,60.0,45.0,163.52,86.64
BORR-0159,Wali-Nadig,Steel,Watch,Q3,55.52,12.74,1.5,2.02,1.51,50.0,60.0,45.0,12.77,22.15
BORR-0160,Thaman-Sandhu,Manufacturing,Watch,Q3,355.96,12.7,1.5,2.02,1.51,50.0,60.0,45.0,202.18,134.68
BORR-0161,"Sehgal, Dutt and Soman",Food Processing,Healthy,Q3,70.2,12.36,1.5,2.02,1.51,50.0,60.0,45.0,45.67,30.91
BORR-0162,Lad-Kota,Auto Components,Healthy,Q3,403.57,12.45,1.5,2.02,1.51,50.0,60.0,45.0,68.98,135.6
BORR-0163,"Malhotra, Verma and Sundaram",Engineering,Watch,Q3,614.8,13.14,1.5,2.02,1.51,50.0,60.0,45.0,88.25,157.6
BORR-0164,"Khare, Maharaj and Sarraf",Renewable Energy,Healthy,Q3,79.55,11.9,1.5,2.02,1.51,50.0,60.0,45.0,52.58,28.27
BORR-0165,Mangal and Sons,Infrastructure,Stressed,Q3,506.66,14.1,1.5,2.02,1.51,50.0,60.0,45.0,325.69,140.16
BORR-0166,Nayak-Nagarajan,Renewable Energy,Watch,Q3,282.52,12.32,1.5,2.02,1.51,50.0,60.0,45.0,63.52,108.64
BORR-0167,"Buch, Devi and Dora",Renewable Energy,Healthy,Q3,430.84,11.92,1.5,2.02,1.51,50.0,60.0,45.0,76.63,99.9
BORR-0168,Rajagopal Ltd,Chemicals,Watch,Q3,1279.67,12.67,1.5,2.02,1.51,50.0,60.0,45.0,690.32,200.07
BORR-0169,Kala Inc,Textiles,Healthy,Q3,143.61,12.39,1.5,2.02,1.51,50.0,60.0,45.0,106.01,24.85
BORR-0170,Reddy-Narayanan,Trading,Healthy,Q3,85.37,11.61,1.5,2.02,1.51,50.0,60.0,45.0,49.51,28.34
BORR-0171,"Shukla, Sagar and Bhatia",Renewable Energy,Healthy,Q3,77.43,13.13,1.5,2.02,1.51,50.0,60.0,45.0,38.99,27.22
